"Pred","Truth","Type","Convergence","sim","EM","OM"
0.117293103665371,0.108,"M_F","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.117293103665371,0.108,"M_M","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
20.4539658486861,17.9506542934147,"Tier 3 HCR Catch","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
112.994182679875,104.383281743258,"Bmsy","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.14897994160592,0.147594980706798,"Fmsy","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
18.4330650236002,17.28778,"R0","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.104641826495382,0.108,"M_F","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.104641826495382,0.108,"M_M","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
17.6125398253313,11.1478252946042,"Tier 3 HCR Catch","Converged",23,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
118.628208190891,104.383281743258,"Bmsy","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.145044085632121,0.147594980706798,"Fmsy","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
16.8965244784513,17.28778,"R0","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.102255817396844,0.108,"M_F","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.102255817396844,0.108,"M_M","Converged",24,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
